cluster,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0.7183588315217392,0.7209202445652174,6.390625,-6.114875271739131,0.0,0.08345283967391304,0.1412985820652174,0.017202250476902173,0.16633255706521738,0.5983913586956522,115.95119551630435,221346.87133152175
1,0.7163471441947565,0.7254483848314607,4.64126872659176,-6.194995669475655,1.0,0.07644543539325843,0.132151145465824,0.014249833847144195,0.15984973080524345,0.6235545997191011,115.43093785112359,220212.5014044944
2,0.50282078125,0.8143234375,5.160625,-5.235320937499999,0.6271875,0.077942515625,0.060154523981250006,0.02888073500625,0.27116670312499996,0.36963114062499997,135.7663590625,232736.12640625
3,0.5912386211832061,0.41266581941793895,5.198234732824427,-10.718452767175572,0.6300095419847328,0.07235405534351146,0.5479656025763359,0.10259059558444655,0.15639005248091603,0.384537526240458,112.6083645038168,226120.41316793894
4,0.6612220007971303,0.7869306496612196,5.365085691510562,-6.93285691510562,0.5671582303706656,0.07133690713431645,0.07116252405739339,0.7468337983260264,0.18826632124352333,0.38434425667596656,125.18216939019531,251915.88919888402
5,0.7152252157991107,0.6574806173162439,5.6097305780800415,-7.015649489929375,0.5100706251634842,0.33111797018048655,0.19010595971749936,0.011884748475019618,0.2065656029296364,0.5458480774261052,123.90385247188073,217730.7862934868
